,E0,E1,E2,E3,E4,E5,E6,E7,E8,E9,E10,E11,E12,E13,E14,E15,E16,E17,E18
ONS-76,0.25416595,-0.39178014,-0.23691627,-0.38420144,0.14311223,-0.5870224,0.551944,0.059201367,0.08180631,0.21044903,0.15297821,-0.23721881,-0.48059535,0.109123774,-0.21490103,-0.08003327,0.025040954,0.28761184,-0.13105291
OCI-AML-2,-0.7022496,1.1791164,0.52149314,-0.7271425,0.85592854,3.62013,1.1207975,1.4647987,-2.4498115,-4.837037,-0.67718256,2.4215565,1.7524452,-1.1563447,-0.41398847,4.112289,-2.2749717,-0.7332425,-0.42659807
Hs 940.T,0.88716686,-1.4554567,-1.4525884,0.52049434,0.28517738,-4.1554203,2.1757345,-0.034448322,1.0709587,2.5812616,1.2318091,-3.340045,-3.9298444,0.7285434,0.17286971,-2.7478833,3.555718,1.4428551,-0.061986
NCI-H211,0.026051164,1.3701001,0.7493918,1.8562257,0.6883715,-0.49776524,-0.46303886,0.5041627,0.3462547,-0.3652686,-0.15236971,-0.5536097,0.9026543,-0.1895679,-0.17181289,-0.14239708,0.95071775,0.44768754,0.53341013
SCaBER,-0.44527376,-0.38216323,-0.03723146,0.28693753,0.45915514,-0.6291182,0.13891922,-0.1128888,-0.50471485,-0.0154901445,-0.9126109,-0.63116807,0.111961275,-0.73061514,-0.44705465,-0.5053493,0.6727288,-0.505693,0.39875335
Hs 281.T,0.41048634,-1.5648018,-0.8291364,-0.24588695,-0.15904802,-3.109264,2.554725,0.23866935,0.87433195,1.7959876,1.2633438,-2.23353,-3.5503657,0.5322059,-0.04338818,-2.0800128,2.3406074,0.9018975,-0.00909701
A-204,-0.13791955,-0.59856933,-0.09278874,-0.49730954,-0.25535375,0.1349356,0.8472276,0.55597,-0.34665322,-0.19266105,0.16504627,0.22236148,-1.092097,0.04955043,-0.5410357,0.15009782,-0.41521665,0.066356376,0.5186064
CHP-126,-0.20389289,0.66660297,-0.6372107,1.7544558,0.9412236,-0.5205406,1.4792148,1.278544,1.6854528,-1.4682623,0.45412034,-0.4064479,-0.53129685,0.020148426,-0.37050468,0.123780005,0.52166736,1.362362,-0.04030454
NCI-H1915,0.022145,-0.4974573,-0.018933993,-0.52450883,-0.21228239,-0.2096836,0.94395006,0.5307088,-0.008815929,-0.5704812,0.06854019,0.27147582,-0.6739688,-0.09974766,-0.5369352,0.24612351,-0.60875875,-0.32437193,0.123970546
CCK-81,0.5071174,2.4345226,0.65369314,3.0478606,0.26689643,-0.9400462,-1.5083418,-0.57810247,-0.4409975,1.664757,-1.0497363,-1.582602,1.1419303,-0.2676375,-0.44910794,-0.1060971,2.0429885,0.7455844,0.38626826
TE-11,-0.05076754,0.05672068,-0.2022293,0.6942928,0.36697152,-0.49548474,-0.17308488,-0.6207281,-0.6991974,0.32067972,-0.9415531,-0.9172194,0.12448624,-0.6508398,-0.15459706,-0.40580517,0.9939116,-0.58498716,0.41616496
SK-OV-3,0.078926675,-0.5920099,-0.35039964,-0.34870887,0.076306716,-0.6665275,0.6923822,-0.3245531,-0.077580824,0.7119899,-0.42367315,-0.9374718,-0.66921127,-0.0879159,-0.17913559,-0.56838953,0.7913654,0.51274455,0.08134875
KMS-34,-0.50631064,1.0666553,0.8284801,-0.59662336,0.78578806,2.650865,0.7442094,1.6347435,-0.85069287,-3.8637536,-0.33083576,2.6487584,1.5629915,-1.3386728,-0.9502928,3.863062,-2.593209,-1.1236979,-0.1321447
NCI-N87,0.30769426,1.2532352,-0.054970205,1.4865496,0.04418701,0.48342866,-1.1293185,-0.48728672,-0.82967496,1.0566375,-1.5051922,-1.3576286,0.978469,-0.68340385,-0.8010891,0.09853038,0.8440523,0.5068838,-0.17102925
MHH-NB-11,-0.041126102,0.7057341,-0.45564628,1.5810477,0.94372046,-0.41021731,1.2653179,1.1514951,1.3372571,-1.2940774,0.43516603,-0.5187503,-0.46716836,0.15777016,-0.31019926,0.28396174,0.2857229,1.1670063,-0.20272422
SK-BR-3,0.36760348,0.8515123,-0.3026985,0.84749806,0.063087225,1.025491,-1.2451955,-1.1529197,-0.71564627,1.5036225,-1.3637235,-0.73225653,1.0206027,-0.621049,-0.5002143,0.06953731,0.33858138,0.6597971,-0.35178295
BICR 31,0.7306978,0.13229351,-0.91271925,1.0382389,0.43192306,-1.3525318,-0.39620292,-0.8927214,0.03402,1.6481148,-0.68933105,-1.896415,-0.48745885,-0.47688904,-0.21481748,-0.96310097,1.6746264,0.45935315,-0.19195499
GP2d,0.9953043,2.4763896,0.29481414,3.1336713,0.33244982,-1.0637692,-1.8981261,-0.9509737,-0.22027358,2.0278554,-0.93572885,-2.2707996,0.9522363,-0.3598768,-0.24501485,-0.49263442,2.3540628,1.0164881,0.31744286
SBC-5,-0.099550486,0.0013113469,0.2526005,0.21668863,0.20669185,-0.06884256,0.40906343,0.20419806,-0.104903765,-0.286584,-0.0040108636,0.10060331,-0.314494,0.025708187,-0.1217251,0.27066356,0.25358248,0.00233154,0.33669984
SHP-77,-0.44929156,0.61691564,0.12916166,1.3001497,1.0535342,0.3474221,1.2170002,1.1831979,1.0346727,-1.2444196,-0.13970773,0.21882957,-0.3636889,-0.010881886,-0.8736794,0.5127388,-0.5172052,0.39324558,0.1529022
SK-LU-1,0.073201194,-0.77935016,-0.022474043,-1.0068969,-0.23413002,-0.26442087,0.8630283,0.478831,0.051319465,-0.36574095,0.41904423,0.27191728,-0.7623156,0.066666305,-0.3734803,0.0956433,-0.46053457,-0.09683185,0.07084523
NCI-H1869,-0.079937845,0.5294488,-0.025641024,0.8130983,-0.21011485,-0.013580084,-0.2602277,-0.9915328,-0.46026298,0.93482506,-1.0813872,-1.3381068,0.18302964,-0.30856943,-0.4306979,-0.4153119,0.5767597,0.08399145,0.34485868
HT-144,-0.104093075,-1.2883623,0.052941345,-1.9475482,-0.20798852,-0.5250868,1.6651155,0.054004442,0.09356476,0.17652744,0.4138661,0.16313265,-1.9996973,0.88003206,-0.41036904,-0.5608244,-0.6513231,-0.11549871,0.13111399
TF-1,1.6578742,1.0759889,0.46673232,1.096362,-0.29287678,1.6808666,-1.092149,-0.5608289,-1.7498634,-0.7228772,0.31918016,-0.16634601,0.85261315,-0.15790115,1.4110526,2.1204395,0.6273216,0.52398384,-0.57470536
DMS 114,0.003952831,0.07235032,-0.015263073,0.2757277,0.18395346,0.037503466,0.33428758,0.21640672,0.09494507,-0.1990003,0.06291248,0.065975025,-0.29560506,0.040425908,-0.122174025,0.3631428,0.075717196,0.3152635,-0.028078837
HCC1569,0.2707526,0.028948233,-0.24013078,-0.04412287,-0.019303374,-0.044085793,-0.054081753,-0.2615541,-0.16727097,0.5403173,-0.21151227,-0.42048103,-0.20359321,0.19474855,-0.20585373,-0.19236286,0.32861647,0.37047225,-0.008041769
LoVo,0.54169786,1.2922924,0.2054522,1.7918787,0.30537552,-0.07574222,-0.8702497,-0.20041656,-0.43203235,1.0106089,-0.81729084,-0.94885004,0.85221666,-0.29150185,-0.55069613,0.1492849,0.8412974,0.8366791,-0.06862442
TE-5,0.33734447,0.39098898,-0.35958162,0.30414504,0.0803715,0.976406,-0.38452584,-0.35113704,-0.59789395,0.22083475,-1.0161726,-0.11777322,0.6492628,-0.616188,-0.5338905,0.3964551,-0.08554318,0.08783907,-0.44081724
U2OS,0.016530335,-0.43585896,0.19908622,-0.6435071,-0.2917186,-0.6251205,0.8692553,0.15776,0.10024524,-0.15346147,0.3387996,-0.10200428,-0.607733,0.075551726,-0.2865638,0.13441002,-0.062019832,-0.053894766,0.11999487
HT115,0.94332737,2.6900263,-0.07861899,3.1734586,0.66788924,-0.9500497,-1.6157017,-0.79216665,-0.42153776,2.2407892,-1.3212869,-2.6543796,1.2517292,-0.05355598,-0.48916468,-0.45931014,2.1532967,1.7664028,0.02027063
SW1088,0.035321515,-1.1515852,-0.08748458,-1.2800803,-0.2594505,-0.7966862,1.6491948,0.5134173,0.3035015,0.000536561,0.7820065,-0.15541235,-1.6534023,0.22164291,-0.5310953,-0.21426487,-0.24915487,0.10032733,-0.1272487
BT-549,-0.10977533,-0.926787,0.056689985,-0.8779037,-0.33656347,-0.58950126,1.1266272,0.4047091,0.020259902,0.011271372,0.3861132,0.03956517,-0.99618036,0.08674951,-0.45467117,-0.11583676,-0.218858,0.05653559,0.0621036
SK-MM-2,-0.2756751,1.1021074,0.99996114,-1.1411523,0.17583025,3.6112523,0.5667678,1.7653844,-1.4741228,-3.5847979,-0.23814315,3.3045275,1.7271588,-1.3977289,-1.0104587,4.104348,-2.7432566,-1.0561056,-0.1843883
LNCaP clone FGC,0.75239944,1.4427217,0.3202719,1.7940793,0.55657476,-0.46269476,-1.000944,-0.1605358,0.12974389,0.79354787,0.08576843,-0.8629008,0.7062263,-0.053126432,-0.026865859,-0.14925225,1.0917511,0.5151257,0.1977964
BICR 22,0.93336755,0.55514663,-0.9448794,1.4227536,0.5157601,-0.9187889,-0.7390027,-0.95816797,-0.25833958,1.6524477,-1.4024924,-1.9573145,0.014214486,-0.79116684,-0.4086392,-0.7755262,1.8355191,0.42131633,-0.11123513
KMS-18,-2.2084184,1.1301665,1.8401446,-1.8858505,1.6086853,5.3683457,2.4382112,4.0715146,-1.4838781,-8.738309,-0.79117996,5.480323,2.6713886,-2.4543939,-2.7574677,6.788875,-6.061807,-2.4638004,-0.21561338
A-704,-0.05702804,-0.2565212,-0.23520449,0.05033809,0.26112723,-0.45548242,0.37543944,0.1388413,0.10094392,0.44624668,-0.17617196,-1.0184798,-0.5457279,3.6016107e-05,-0.16978838,-0.48309958,0.25772,0.73889494,0.041432485
NCI-H1092,0.33130634,1.9175937,0.29541737,3.5706046,1.7331102,-0.50436485,1.0990796,1.5197906,2.7957573,-1.1908709,0.03449458,-1.0595906,-0.049670972,-0.58246094,-0.83245087,0.03068275,0.5992319,1.1166645,-0.35506874
OCI-AML-5,-0.330714,1.3440115,0.57657856,-0.56275994,0.53114974,3.271916,0.82275283,1.2120951,-2.2203045,-4.4715376,-0.67704064,2.1986613,1.6115961,-0.98730576,-0.4011797,3.8979614,-1.6976833,-0.7935316,-0.28011948
GSU,1.2589635,2.697772,0.21461433,3.8952956,0.059945032,-0.8717333,-1.7528954,-0.6959403,-0.5493581,2.2110658,-1.7976767,-2.7414482,1.1318095,-0.5589932,-0.97600996,-0.59720635,2.2793543,1.5405145,-0.053802818
BxPC-3,0.00963828,-0.070203215,-0.48726317,0.19742045,0.40749645,0.9168096,-0.21047203,-0.18294984,-0.59497464,0.087609135,-1.5114433,-0.30004734,0.9267715,-0.96536994,-0.9118967,0.11052573,-0.0035085343,-0.15893005,-0.45047444
GCT,-0.20367916,-0.81168437,0.07949696,-1.1636653,-0.2571745,-0.15863684,1.2206243,0.54107046,-0.015590847,-0.41961357,0.48498312,0.36793077,-0.8144945,0.18140864,-0.24885723,0.19619042,-0.87504715,-0.20771727,-0.17101575
KYO-1,1.3954444,1.0480368,0.01969394,1.3714008,0.033911765,0.9179286,-1.0112307,-0.4718794,-1.3588774,0.26062596,0.12081293,-0.6810726,0.61628574,0.032058984,1.0602214,1.4238002,0.98057854,1.1415677,-0.436363
KYSE-520,-0.26361373,-0.3530329,0.015629701,-0.2725108,0.09035045,-0.66304696,0.28058922,-0.2722907,-0.35260338,-0.019933056,-0.4321022,-0.37390485,-0.18828675,-0.47322905,-0.11842193,-0.23867275,0.7018136,-0.35322297,0.37984234
SK-N-AS,-0.35853043,-0.8457211,-0.08429343,-1.0167853,0.085387886,-0.0777093,1.689336,1.0716155,0.009715244,-1.1499453,0.6205186,0.4744409,-0.8183577,0.17485712,-0.4920217,0.16138883,-0.7496538,-0.17634454,0.36180082
SK-RC-20,0.536329,-0.8009841,-0.7860193,0.22802211,0.029219497,-1.4706858,0.75223184,-0.2744186,0.24723294,1.5274503,-0.36250955,-1.9172004,-1.5609219,0.44013786,-0.08178633,-1.2750247,1.2874737,1.2837491,-0.1354437
P12-Ichikawa,-1.7729197,1.3081939,1.7127631,-0.8919241,1.3096294,4.345701,1.8298614,3.4635184,-1.4619944,-6.849542,-0.42131698,3.934668,2.037269,-2.057804,-1.7213235,5.4268513,-4.2940307,-1.6273265,-0.40461522
HCC70,0.1898468,0.19686007,-0.39165002,0.6203111,0.08622299,0.40891704,-0.4574921,-0.3782751,-0.41841912,0.55947435,-0.9950711,-0.5510211,0.5478473,-0.7081884,-0.8616191,0.13565652,0.30821672,0.029626448,-0.14784953
BT-474,0.45274264,1.2305317,0.4165066,1.7121489,0.081963494,0.20519215,-1.1972884,-0.8943275,-0.43197575,1.151847,-0.7157048,-1.0238539,0.7501771,-0.38830635,-0.08015452,-0.16162731,0.8632215,0.57136595,0.05877632
Evsa-T,0.59753144,1.4744251,0.01899026,1.9418322,0.0908636,0.09411435,-1.1921563,-0.61107326,-0.25176796,1.1446278,-0.36078817,-1.153224,0.93316734,-0.37481526,-0.061174758,-0.21339753,0.8551274,0.8368646,-0.09655681
CL-11,0.30277097,0.65564936,-0.076563194,0.6486384,0.39916074,0.35986283,-0.6665571,-0.1891706,-0.54324335,1.0014808,-0.8523497,-0.9063623,0.8367922,-0.28363633,-0.08912501,0.31944123,0.34674436,0.771153,-0.25762793
NCI-H2452,0.16793469,-1.0794384,-0.18383676,-0.9650587,-0.26084873,-0.63562477,1.2200556,0.4402452,0.10886121,0.13962047,0.31611037,-0.1654991,-1.0374422,0.19105147,-0.4297307,-0.14031808,-0.1806138,0.1195703,-0.07174259
MDST8,-0.12387198,-1.1012211,-0.09199425,-1.320499,-0.3856831,-0.59290403,1.5968874,0.5125555,0.32067832,-0.09035933,0.5463275,0.059266455,-1.3886472,0.1931317,-0.40377554,-0.11889237,-0.44199073,0.033620052,0.056336597
CGTH-W-1,-0.032734387,-0.942307,-0.044707544,-1.0310242,-0.41703495,-1.0262511,1.9212067,0.6681464,0.33351487,0.029093377,1.0826287,-0.24536662,-1.8014545,0.22008906,-0.23877224,-0.46634468,0.04998385,-0.12573889,-0.05315967
MDA-PCa-2b,0.71430653,1.8276572,0.22402278,2.322444,0.42761204,-0.9064254,-1.0722412,-0.50321686,-0.06704501,1.3480126,-0.20523229,-1.6510029,0.7179142,-0.19285312,-5.9336424e-05,-0.47394586,1.580739,0.72705543,0.1343843
MDA-MB-453,0.5921838,1.2767296,0.07325883,1.2852005,-0.04223162,1.0526375,-1.0644273,-0.5138624,-0.6049683,0.78323305,-0.67016804,-0.5925182,1.021083,-0.35379595,-0.26342285,0.41065148,0.08749314,0.62728167,-0.056237683
SCLC-21H,0.76445234,2.2435555,-0.052953422,4.0281396,1.8245902,-1.5937941,0.57816625,0.8939016,2.6810222,-0.04767394,0.28036827,-1.9262632,0.48743802,0.29897702,0.025496006,-0.6358129,2.0716686,1.6675024,-0.4928194
HCT 116,0.21548761,0.15189478,-0.1589312,0.18082002,-0.015002708,0.22698082,0.07641072,-0.038000748,-0.16034341,0.13084081,-0.34658876,-0.34930986,0.18467319,-0.04132483,-0.2855029,0.34524316,-0.025907246,0.20110054,-0.14285856
SK-MEL-5,-0.3346671,-1.0224924,0.24899329,-1.6505772,0.069531344,-0.24898861,1.0663788,-0.057071373,-0.16924171,0.06995269,0.10018739,0.18533999,-1.3535337,0.8820702,-0.35132894,-0.5400667,-0.60185224,-0.08125186,0.48718613
NCI-H226,0.29897493,-0.74052143,-0.28721505,-0.83131474,-0.118049115,-0.46383357,0.8243409,0.37095028,0.07012889,0.09318176,0.15525086,-0.1496053,-0.80017287,0.16918036,-0.28502434,-0.06266604,0.055239066,0.39969867,-0.20225096
KYSE-450,-0.070944086,0.3794647,0.26584837,0.66704583,0.30120003,-0.5571133,-0.46664214,-0.47238168,-0.44762006,0.4229839,-0.42492273,-0.5613904,0.23459856,-0.32862666,0.30096245,-0.2824418,0.7547172,-0.35669577,0.5436157
HCC1588,1.0581573,3.02494,0.15252623,3.9664629,0.46324453,-1.1772498,-2.230949,-1.0331483,-0.4596597,2.9173102,-1.8321679,-3.214105,1.3349363,-0.4330795,-0.66646147,-1.0365913,2.5685065,1.7248127,0.11965306
KNS-42,-0.058427922,-0.73505235,-0.14484872,-0.60874593,0.043250225,-0.6564633,0.97219115,0.29103073,0.086065836,-0.2554146,0.47777408,0.17508548,-0.85047925,0.18936498,-0.2637202,0.1008123,-0.040527537,0.10413143,0.04974193
TE-1,-0.22947112,-0.22767615,-0.21462668,-0.17548564,0.2158078,0.14518389,0.26922238,-0.23690996,-0.4465586,0.030514821,-0.6974954,-0.21782857,0.11160695,-0.40116477,-0.53501743,0.06446102,0.06841624,-0.19100809,0.05924286
ZR-75-1,0.21018761,1.3099139,0.29732668,1.5605363,0.23164782,0.22088802,-1.3043933,-0.91386133,-0.7175703,1.1649523,-1.0284078,-1.1171947,0.7851045,-0.44109052,-0.19270596,-0.24365655,0.78725827,0.4636135,0.33456644
EFM-19,0.7223531,1.0948225,0.12604767,1.5034947,0.20497817,0.37579846,-1.2162589,-0.8236868,0.020273,1.1102276,-0.51334286,-0.98031926,0.5700782,-0.3759448,0.072816774,-0.12921798,0.5622133,0.81573343,-0.25921935
Mino,-2.9977503,1.3736541,2.0269234,-2.387131,2.1558654,6.5814986,2.8627818,4.8360186,-1.5428036,-10.7813015,-1.3031062,6.3217025,3.1207507,-3.3169117,-3.4827323,7.820776,-7.428722,-2.9606671,-0.19563015
SK-HEP-1,0.25373515,-0.8241409,-0.13221544,-0.78970605,-0.27143162,-0.4451997,1.0898981,0.27784422,0.022629648,0.16676584,0.29267934,-0.1296294,-0.9660953,0.08039585,-0.18351328,-0.056313574,-0.13691856,0.06464854,-0.20679022
CA46,-3.0488205,1.666297,1.4695041,-1.824719,2.9276166,7.539034,3.4680762,5.4025793,-0.9180398,-12.33963,-1.7935162,6.925455,3.4295254,-4.384161,-4.033252,8.834536,-8.53736,-2.311095,-0.6506988
Panc 03.27,-0.31230557,-0.065754704,-0.40201017,-0.046144232,0.30284622,0.40984118,0.15226644,-0.31897146,-0.13343273,0.120483026,-0.9784463,-0.58636636,0.20520523,-0.46667495,-0.72727597,0.1362584,-0.33120018,0.0077258945,-0.22609805
JHOS-2,0.2109065,-0.010288976,-0.5995952,0.26339936,0.29289573,-0.12691203,0.09135862,-0.6835071,-0.02002491,0.8632349,-0.8106971,-0.9082084,-0.24147426,-0.29555222,-0.34138232,-0.29186562,0.42664135,0.4961716,-0.15507299
A-375,-0.18423477,-0.8831559,0.16761847,-1.3698931,-0.17710832,-0.22552171,1.0831916,0.3340082,-0.12373295,-0.16427465,0.22635283,0.5765687,-1.1383522,0.6312139,-0.26103917,-0.03364957,-0.7122528,-0.3775825,-0.049676053
HCC1500,0.5007353,1.2377751,0.48559865,1.6266207,0.20355392,-0.10030695,-0.84963953,-0.5923058,-0.13474685,1.2243664,-0.30346006,-1.0553178,0.6923895,-0.373799,0.21537489,-0.41659373,1.0047061,0.47198138,0.32940096
UM-UC-1,0.2438346,0.268129,-0.67785835,0.6491467,0.42898762,0.4067198,-0.5061381,-0.62390316,-0.63891256,0.6855735,-1.3256947,-0.9353194,0.71063894,-0.69431037,-0.79393184,-0.31741583,0.45124668,0.1539678,-0.1892466
GI-1,-0.014896322,-0.8018377,-0.10260312,-0.97280324,-0.18573967,-0.38871068,1.2048299,0.58629906,0.04693205,-0.29775593,0.6601927,0.24067384,-0.97444564,0.33131513,-0.39234862,0.018830542,-0.46181872,-0.026023302,0.14288358
HCC202,0.45429078,1.4415618,0.027315926,2.033485,0.209778,0.07066222,-1.37231,-0.97137684,-0.48224804,1.6043464,-0.8876054,-1.5860703,0.98796606,-0.26850867,-0.25501287,-0.5023078,1.1276675,0.6878963,-0.064757496
MOTN-1,-1.1048863,1.9345362,1.7719188,-0.4977914,1.2987608,4.4609547,1.5118101,3.532981,-1.5660187,-7.314933,-0.23309313,3.8882089,3.143677,-2.2684813,-1.2941293,5.9815845,-4.264816,-1.7259021,-0.9098758
UT-7,1.9130344,1.4807384,0.6377883,1.1225115,-0.296449,2.290006,-1.3808424,-0.32917067,-2.1349642,-1.3658628,0.31692728,0.11724134,1.2467998,-0.41262433,1.8417569,2.9413142,0.65680385,0.31537074,-0.7751904
SNU-1079,0.06284021,-0.06450282,-0.2596937,0.26543212,0.1711157,-0.8754649,0.18470502,-0.42392677,0.19364704,0.9062658,-0.44017875,-1.7210855,-0.842843,0.22520906,-0.3099476,-0.89696264,0.9151814,0.7839906,0.31639796
CAL-62,-0.07520916,-0.22206882,-0.027140968,-0.29439262,-0.32386217,-0.4324833,0.58138776,-0.09555636,-0.13130663,0.38563433,-0.013024367,-0.31131613,-0.6938282,0.25387084,0.13006708,-0.091087475,0.25653753,0.19443507,0.04286503
Daoy,-0.14544624,-0.82042205,0.2459663,-0.7877191,-0.16159469,-0.64796734,1.0691062,0.5073691,0.16932948,-0.19800341,0.41841552,0.061986975,-0.89973104,0.22646895,-0.2576749,0.09827745,-0.25723624,-0.08410819,0.12438421
Namalwa,-2.8242328,1.3921642,1.3854039,-2.1399071,2.4760938,6.766876,3.1922667,4.730525,-1.0763457,-10.886787,-1.1625139,6.3185244,3.101161,-3.6070006,-3.4267454,7.821659,-7.4846754,-2.3708763,-0.2547951
NCI-H1693,-0.42280734,0.33382633,0.48662806,0.27928603,0.049031287,-0.44929928,0.006794125,-0.2853569,-0.42234793,0.22475374,-0.3580042,-0.6443105,0.021798573,-0.23644547,0.015427329,-0.31812122,0.5345769,-0.32232636,0.8597288
PC-3,-0.14219803,-0.2090232,-0.21894774,-0.18178478,0.24592072,-0.0761671,0.4085375,-0.16366433,-0.037790656,0.09888261,-0.548973,-0.5919007,0.12304078,-0.5204601,-0.66448337,-0.3123393,-0.021631032,0.038444024,0.10842392
NCI-H810,-0.10437101,1.5489085,0.2671783,2.3856394,1.7862365,-0.33020276,0.7950522,1.6148171,1.3426197,-1.2645423,-0.43337622,-0.5464225,0.87815726,0.2861268,-1.0296173,-0.35527998,0.24131739,1.2319022,0.20859858
Hs 683,-0.1350533,-1.3008118,0.01834644,-1.2713364,-0.20332533,-0.9626882,1.9157553,0.59634763,0.29505405,-0.20612484,0.740532,-0.0031420365,-1.5746071,0.30352125,-0.6753315,-0.26031375,-0.3107444,-0.14440009,0.11982462
SNU-449,0.22229752,-0.46268502,-0.098991424,-0.31382892,-0.14254257,-0.46965474,0.72500694,-0.04590842,-0.021945637,0.41402602,0.27582505,-0.7660961,-0.586664,0.31063634,-0.3393121,-0.36542094,0.43704206,0.4070298,0.009716362
NCI-H520,0.39292118,0.7947444,0.055756323,1.243845,0.5020995,-0.2589749,-0.040458377,0.27503762,0.22482425,-0.23505393,-0.10566994,-0.3754688,0.48912412,0.13651083,-0.01894234,-0.008727012,0.56230175,0.4954184,0.14074384
RPMI-7951,0.05882618,-1.2719398,0.09798374,-1.3681321,-0.3112443,-0.59355164,1.7791815,0.58520246,0.24072361,-0.048029672,0.765273,0.17394641,-1.5848393,0.34667158,-0.49762696,-0.2286508,-0.42676872,-0.074937634,-0.14489962
UM-RC-2,0.24568549,-0.18340637,0.007362351,0.60133225,0.26828048,-1.6174365,0.2581457,-0.21981789,-0.08824986,1.2262039,-0.28936008,-1.8374236,-0.8179457,0.49228325,0.071279116,-1.084697,1.3646433,1.1055704,0.47348604
TUHR10TKB,0.245876,-0.95194554,-0.3297274,-0.80252236,-0.2408624,-1.1207227,1.2999785,0.18417063,-0.0029066496,0.82385945,-0.024121538,-1.1151466,-1.1715157,0.11140622,-0.34205538,-0.6411225,0.67967385,0.6271275,0.062165484
NCI-H1568,-0.3805643,0.4027527,0.33013228,0.38079235,-0.03037873,0.2783134,-0.5543552,-1.2229006,-0.9904805,0.61837745,-1.3970209,-0.90684223,0.26623154,-0.35835594,-0.4285602,-0.2686026,0.59198785,-0.6139452,0.68443006
COR-L24,0.9182699,2.3485281,-0.33480394,4.376632,1.4658427,-2.3372803,0.14741544,0.3735873,2.6819468,0.6061257,0.55414927,-2.719737,0.36913648,0.2305943,0.65472,-1.1790013,3.1450653,1.9948225,-0.3879563
Jurkat E6.1,-0.75922334,1.3435798,1.261382,-0.68464196,0.87402844,3.5484428,1.363501,2.7285469,-1.0391436,-5.0578027,-0.110703975,3.0255516,1.4905499,-1.6634841,-0.9351094,4.4469023,-3.1831045,-0.9884141,-0.6818124
SK-N-BE(2),-0.44897068,0.23888019,-0.34879848,0.9027619,0.98019224,0.041289635,1.7881267,1.481669,1.331416,-1.8632021,0.41263086,0.15018228,-0.50938374,0.10434905,-0.7429508,0.5300898,-0.4548403,0.7086782,0.1149537
HEY A8,0.009308614,-0.63563275,-0.11193158,-0.76253974,-0.36726204,-0.30612284,0.95850724,0.43797988,-0.019498996,-0.24616429,0.27486873,0.30112642,-0.7625711,-0.017671091,-0.01697722,0.06788185,-0.41561657,-0.06260482,-0.12030197
DU145,-0.16476655,-0.1826652,-0.01583231,-0.32279044,-0.23057652,-0.56468296,0.50570893,-0.3052006,-0.31377298,0.1494798,-0.3055858,-0.44532102,-0.3978732,-0.07654168,-0.10182862,-0.0195053,0.30764842,-0.13325518,0.39343375
SNU-423,0.047449425,-1.0460657,-0.1260791,-0.97737753,-0.17446475,-0.66806936,1.5094268,0.4301806,0.16249424,-0.14405301,0.45979673,-0.19129467,-1.184465,0.23625928,-0.5252558,-0.06745915,-0.1764102,0.14593694,-0.015563175
TT,0.7516206,2.1514258,-0.08460629,3.872208,1.6236786,-1.5630476,0.32311127,0.9028908,2.4078002,0.49359185,0.2716499,-2.4318929,0.3215683,0.14545466,0.05186954,-0.8102137,1.6023995,1.6195344,-0.46928418
IGR-1,-0.14322057,-0.9743042,0.10310802,-1.6081309,0.10048233,0.06628329,1.2192509,0.15375455,-0.0140128005,-0.19508773,0.1364071,0.41122997,-1.5618947,0.75937665,-0.47090563,-0.1394136,-0.98501444,-0.16902836,0.1847569
BICR 6,0.5213678,0.57358634,-0.9889774,1.307448,0.56825715,-0.9045701,-0.56881267,-0.92542076,-0.056690056,1.5027151,-1.2790293,-1.8873969,-0.05511886,-0.51107675,-0.3810811,-0.8305465,1.5163784,0.48708534,-0.070568725
NCI-H1373,-0.0343374,-0.35420737,-0.20295009,-0.12565884,-0.12920421,-0.07432327,0.50560486,-0.0714118,0.12535778,0.053603984,-0.53455865,-0.4642666,-0.2940925,-0.12233141,-0.5002885,0.038972408,-0.117202684,0.0020302127,-0.21961123
NCI-H1623,-0.16976142,0.76027465,0.055653483,1.059217,0.13933158,-0.044351112,-0.71352875,-0.84774375,-0.49781188,0.691896,-0.9913806,-1.0875229,0.53980124,-0.28687474,-0.32673386,-0.34245655,0.91458327,-0.14250673,0.41942674
SW900,-0.19192553,-0.33281556,-0.35097635,-0.079961866,0.22398931,0.030627392,0.37975186,-0.022385657,0.2570725,0.22115341,-0.6117863,-0.4791491,0.08065075,-0.17942095,-0.53939605,-0.1165801,-0.36397427,0.014935315,-0.04866722
Raji,-3.9031076,1.0646112,1.4372547,-1.7935674,2.998787,6.2743306,3.7865055,5.4290795,-0.56056386,-11.612143,-1.575963,6.233474,2.5770876,-3.7270904,-4.1510453,7.586941,-7.9176025,-2.430036,-0.34924182
