,E0,E1,E2,E3,E4,E5,E6,E7,E8,E9,E10,E11,E12,E13,E14,E15,E16,E17,E18,E19,E20,E21,E22,E23,E24,E25,E26,E27,E28,E29,E30,E31,E32,E33,E34,E35,E36,E37,E38,E39,E40,E41,E42,E43,E44,E45,E46,E47,E48,E49,E50,E51,E52,E53,E54,E55,E56,E57,E58,E59,E60,E61,E62,E63,E64,E65,E66,E67,E68,E69,E70,E71,E72,E73,E74,E75,E76,E77,E78,E79
IGR-1,-0.29279196,1.1340699,0.029470496,0.95592403,-1.677301,0.8216105,-3.732148,0.94996524,0.88937914,-0.5451286,-2.2853591,0.27532408,2.8381512,-2.4741292,-1.2424864,1.2497449,2.2200992,0.07639808,2.6932662,0.15829858,-1.7177116,0.41719875,2.314799,0.5335502,-0.3030042,0.1063998,-2.205807,0.8051448,0.8134669,-0.56682867,-0.089205936,1.0428315,2.5613315,0.64300907,-0.8595,-0.8237852,1.4748943,-0.036952265,0.27315462,0.00039431342,1.0820092,-0.9454329,1.5351942,-0.68612665,1.971071,0.40244344,-0.6714347,-0.60180616,-2.7240314,1.0367546,1.3927782,0.4245825,0.2995664,-2.9016433,-0.29951206,-0.1153524,0.10820973,0.600577,-1.8140079,-0.35685372,-0.5500087,1.4409027,-1.5386043,-3.1762052,-0.42141888,0.2073279,1.2098166,-1.2829739,-0.101056404,1.0955367,0.0899695,0.91859174,-0.24633816,-0.3608819,-0.11457969,2.0868542,1.2116625,0.49490744,-1.9486256,0.814267
ACC-MESO-1,0.19163555,1.4280059,-0.8683171,0.8603281,-1.267008,1.3943146,-3.7238774,1.797926,0.3793289,-0.15400645,-2.7063565,-0.015289897,3.6942413,-2.3069537,-1.9851531,1.2087957,2.3470116,-0.47131878,2.296926,0.03986437,-1.6079541,0.55004466,2.8149977,0.8381824,0.14750917,-0.5315782,-1.8248261,1.2487307,0.5302014,-0.5438298,-0.42425108,0.59223884,2.4090657,0.85639656,-1.2738866,-1.2648661,2.293685,0.80188954,-0.33889562,0.59504694,0.9035463,-1.2010981,0.5225206,-0.6070475,1.8393533,0.15721281,-0.11510042,-0.755724,-2.9843094,2.000177,2.0201302,0.86560273,-0.5764138,-3.1862173,0.15414399,-0.47934115,-0.17040618,0.17037728,-1.8700335,-0.45235315,-0.8154854,1.6756495,-0.9566054,-3.061488,-0.08315314,0.108465955,0.9528903,-0.5894897,0.11864435,1.2521507,0.29187688,0.5080809,0.2923804,-0.87852395,-0.02609956,1.8059928,1.8614103,0.4108339,-2.0080597,1.3541442
BDCM,0.09938307,1.2495644,-1.0492592,0.7561874,-1.4355131,1.2649472,-3.6797557,1.9862158,0.14185894,-0.38596046,-2.7254758,-0.08290631,3.717232,-2.32977,-2.3554842,1.1110178,2.4032347,-0.4889835,2.3834088,0.27558818,-1.4334433,0.5793036,2.725135,0.95012695,0.4127406,-0.24283287,-1.7133723,1.3074906,0.570863,-0.72886646,-0.7194816,0.36581993,2.5748165,0.83956224,-1.4318368,-1.4415314,2.0573277,0.48572063,-0.4973566,0.6218484,1.0261023,-1.1220803,0.8449356,-0.76860964,1.8514937,0.28349152,0.1278816,-0.8025207,-3.0623083,1.8009795,2.1746206,0.6978952,-0.7287019,-3.2380974,0.060713965,-0.30239564,0.03060953,0.34144902,-1.879986,-0.5512146,-0.7357826,1.71015,-0.76946235,-2.8233702,-0.1864411,0.03362584,1.0876148,-0.68652713,0.11583,0.99522793,0.3441438,0.6140236,0.28291243,-0.8050402,0.00019934961,1.6975752,1.9957479,0.45870748,-2.085959,1.2628219
NCI-H526,0.11903769,0.49014747,-0.16412482,0.41637397,-0.0016410332,0.9445456,-0.13524428,0.4889641,-0.32196474,0.15776794,-0.47582284,0.44693232,0.50428903,-0.12647712,-0.69817984,-0.024288837,0.25205395,0.018164892,-0.24457048,0.108599216,-0.18570878,-0.1574521,-0.04292981,0.15254155,0.22555847,-0.31196642,-0.2642528,0.09339581,-0.31177926,-0.26078695,0.4734772,0.15675552,-0.28799173,-0.13282205,-0.24953376,-0.072534256,0.3534308,0.8664598,-0.23769361,0.11242205,-0.5155794,-0.3509564,-0.95089823,-0.10852599,0.29381597,-0.3513429,0.101423256,0.1638503,-0.4671017,-0.36149675,0.03768335,0.7732231,-0.04469841,-0.8071854,0.25258893,-0.58456254,-0.5966961,-0.15188614,-0.12130151,-0.015295948,0.23222558,-0.06489963,0.1920597,-0.5357554,0.10510505,-0.13016146,-0.18297975,0.42103913,0.41050586,-0.18073677,-0.23703986,-0.7831013,0.065750785,-0.50789887,-0.64214987,0.48889792,-0.12429989,0.20213695,-0.21211682,0.23233691
SNU-213,-0.12151678,0.26514918,0.37312168,0.42753658,-0.29230824,0.20962419,-0.2001139,-0.45887387,0.3530717,0.0748646,-0.13233884,0.58793694,-0.16294889,-0.1919213,0.26726308,0.25085324,-0.04775133,0.48244035,0.12800336,0.04189291,-0.25330117,-0.20018364,-0.26780272,-0.06721773,-0.43223366,0.035194788,-0.420195,-0.27431792,-0.052547492,0.02790635,0.70712084,0.542992,-0.31657258,-0.213488,0.35031924,0.20587602,-0.010247913,0.33004248,0.35398155,-0.47152317,-0.21677023,-0.2221591,-0.24342768,0.105149046,0.31741175,-0.550238,-0.4185939,0.2642717,0.17203207,-0.44494125,-0.5502638,0.09964783,0.47743142,-0.35588753,0.051894102,-0.007951127,-0.27556962,0.055780556,-0.08660066,-0.14842644,0.2519096,-0.112518564,-0.4039197,-0.46014717,0.20276737,-0.030502813,0.059583355,0.06415055,0.26159182,0.043562654,-0.22537321,-0.3423691,-0.30065078,0.12851608,-0.4690623,0.682172,-0.5419147,0.24717572,-0.21699128,-0.3203103
Kelly,0.27655935,0.41556063,-0.5809785,0.29871148,-0.15375027,0.6476461,-0.1569951,0.41207692,-0.28552338,0.33860114,-0.38449058,0.40395558,0.47547656,-0.11625921,-0.63769627,0.14977223,0.22572312,-0.05044285,-0.12224221,0.034103945,-0.15293649,-0.11593794,0.051068857,0.26516443,0.08035087,-0.34726778,-0.081064865,0.17615777,-0.31243744,-0.10265739,0.2979958,0.08085423,-0.19979809,0.048342396,-0.0033413062,-0.21609496,0.15634686,0.7720164,-0.31111145,0.16871172,-0.3077046,-0.31115806,-0.8512888,0.009169216,0.09950497,-0.5965047,0.32938093,0.08994638,-0.37219715,-0.0056878063,0.1772337,0.37475488,-0.18254702,-0.5857287,0.36802667,-0.2967758,-0.36145568,-0.2528245,-0.050596002,-0.3501491,0.15950091,0.2184439,0.34297678,-0.3456975,0.18139188,-0.28434977,-0.1263982,0.39213613,0.2591186,0.018886665,-0.032851633,-0.5109681,0.22491513,-0.19022457,-0.537428,0.43047032,0.08559096,0.08751666,-0.30603346,0.22515753
OELE,0.27655935,0.41556063,-0.5809785,0.29871148,-0.15375027,0.6476461,-0.1569951,0.41207692,-0.28552338,0.33860114,-0.38449058,0.40395558,0.47547656,-0.11625921,-0.63769627,0.14977223,0.22572312,-0.05044285,-0.12224221,0.034103945,-0.15293649,-0.11593794,0.051068857,0.26516443,0.08035087,-0.34726778,-0.081064865,0.17615777,-0.31243744,-0.10265739,0.2979958,0.08085423,-0.19979809,0.048342396,-0.0033413062,-0.21609496,0.15634686,0.7720164,-0.31111145,0.16871172,-0.3077046,-0.31115806,-0.8512888,0.009169216,0.09950497,-0.5965047,0.32938093,0.08994638,-0.37219715,-0.0056878063,0.1772337,0.37475488,-0.18254702,-0.5857287,0.36802667,-0.2967758,-0.36145568,-0.2528245,-0.050596002,-0.3501491,0.15950091,0.2184439,0.34297678,-0.3456975,0.18139188,-0.28434977,-0.1263982,0.39213613,0.2591186,0.018886665,-0.032851633,-0.5109681,0.22491513,-0.19022457,-0.537428,0.43047032,0.08559096,0.08751666,-0.30603346,0.22515753
Hs 606.T,0.27655935,0.41556063,-0.5809785,0.29871148,-0.15375027,0.6476461,-0.1569951,0.41207692,-0.28552338,0.33860114,-0.38449058,0.40395558,0.47547656,-0.11625921,-0.63769627,0.14977223,0.22572312,-0.05044285,-0.12224221,0.034103945,-0.15293649,-0.11593794,0.051068857,0.26516443,0.08035087,-0.34726778,-0.081064865,0.17615777,-0.31243744,-0.10265739,0.2979958,0.08085423,-0.19979809,0.048342396,-0.0033413062,-0.21609496,0.15634686,0.7720164,-0.31111145,0.16871172,-0.3077046,-0.31115806,-0.8512888,0.009169216,0.09950497,-0.5965047,0.32938093,0.08994638,-0.37219715,-0.0056878063,0.1772337,0.37475488,-0.18254702,-0.5857287,0.36802667,-0.2967758,-0.36145568,-0.2528245,-0.050596002,-0.3501491,0.15950091,0.2184439,0.34297678,-0.3456975,0.18139188,-0.28434977,-0.1263982,0.39213613,0.2591186,0.018886665,-0.032851633,-0.5109681,0.22491513,-0.19022457,-0.537428,0.43047032,0.08559096,0.08751666,-0.30603346,0.22515753
HSC-3,0.27655935,0.41556063,-0.5809785,0.29871148,-0.15375027,0.6476461,-0.1569951,0.41207692,-0.28552338,0.33860114,-0.38449058,0.40395558,0.47547656,-0.11625921,-0.63769627,0.14977223,0.22572312,-0.05044285,-0.12224221,0.034103945,-0.15293649,-0.11593794,0.051068857,0.26516443,0.08035087,-0.34726778,-0.081064865,0.17615777,-0.31243744,-0.10265739,0.2979958,0.08085423,-0.19979809,0.048342396,-0.0033413062,-0.21609496,0.15634686,0.7720164,-0.31111145,0.16871172,-0.3077046,-0.31115806,-0.8512888,0.009169216,0.09950497,-0.5965047,0.32938093,0.08994638,-0.37219715,-0.0056878063,0.1772337,0.37475488,-0.18254702,-0.5857287,0.36802667,-0.2967758,-0.36145568,-0.2528245,-0.050596002,-0.3501491,0.15950091,0.2184439,0.34297678,-0.3456975,0.18139188,-0.28434977,-0.1263982,0.39213613,0.2591186,0.018886665,-0.032851633,-0.5109681,0.22491513,-0.19022457,-0.537428,0.43047032,0.08559096,0.08751666,-0.30603346,0.22515753
BJ1-hTERT,0.27655935,0.41556063,-0.5809785,0.29871148,-0.15375027,0.6476461,-0.1569951,0.41207692,-0.28552338,0.33860114,-0.38449058,0.40395558,0.47547656,-0.11625921,-0.63769627,0.14977223,0.22572312,-0.05044285,-0.12224221,0.034103945,-0.15293649,-0.11593794,0.051068857,0.26516443,0.08035087,-0.34726778,-0.081064865,0.17615777,-0.31243744,-0.10265739,0.2979958,0.08085423,-0.19979809,0.048342396,-0.0033413062,-0.21609496,0.15634686,0.7720164,-0.31111145,0.16871172,-0.3077046,-0.31115806,-0.8512888,0.009169216,0.09950497,-0.5965047,0.32938093,0.08994638,-0.37219715,-0.0056878063,0.1772337,0.37475488,-0.18254702,-0.5857287,0.36802667,-0.2967758,-0.36145568,-0.2528245,-0.050596002,-0.3501491,0.15950091,0.2184439,0.34297678,-0.3456975,0.18139188,-0.28434977,-0.1263982,0.39213613,0.2591186,0.018886665,-0.032851633,-0.5109681,0.22491513,-0.19022457,-0.537428,0.43047032,0.08559096,0.08751666,-0.30603346,0.22515753
DFCI024,0.27655935,0.41556063,-0.5809785,0.29871148,-0.15375027,0.6476461,-0.1569951,0.41207692,-0.28552338,0.33860114,-0.38449058,0.40395558,0.47547656,-0.11625921,-0.63769627,0.14977223,0.22572312,-0.05044285,-0.12224221,0.034103945,-0.15293649,-0.11593794,0.051068857,0.26516443,0.08035087,-0.34726778,-0.081064865,0.17615777,-0.31243744,-0.10265739,0.2979958,0.08085423,-0.19979809,0.048342396,-0.0033413062,-0.21609496,0.15634686,0.7720164,-0.31111145,0.16871172,-0.3077046,-0.31115806,-0.8512888,0.009169216,0.09950497,-0.5965047,0.32938093,0.08994638,-0.37219715,-0.0056878063,0.1772337,0.37475488,-0.18254702,-0.5857287,0.36802667,-0.2967758,-0.36145568,-0.2528245,-0.050596002,-0.3501491,0.15950091,0.2184439,0.34297678,-0.3456975,0.18139188,-0.28434977,-0.1263982,0.39213613,0.2591186,0.018886665,-0.032851633,-0.5109681,0.22491513,-0.19022457,-0.537428,0.43047032,0.08559096,0.08751666,-0.30603346,0.22515753
NCI-H1975,0.14565054,1.2000928,-0.26973242,0.8493121,0.64475876,0.8864004,-1.0642,0.40091836,0.45577592,0.14044484,-0.37269235,0.49928606,0.60049236,-0.17093666,-0.7467542,1.2958066,-0.20260492,0.6961865,0.511729,0.09558065,-0.69726413,-0.32773644,0.27319282,0.42510346,-0.44273296,-0.31604227,-1.6335998,0.091691144,0.48935512,-0.32238778,1.2816148,1.0514373,0.13775724,0.3925973,-0.7616455,-0.85106426,0.16029313,1.2063546,-0.076902,0.49884033,0.33710045,-0.97726965,-1.089056,-0.25966176,0.6511462,0.0075285966,-0.26974258,0.43809664,-1.1672956,-0.0923054,-0.2950558,0.6272486,0.10982734,-0.6450796,0.5780082,-0.74734795,-1.309459,-0.14732191,0.05152241,0.13233761,-0.30000946,-0.030126158,-0.624725,-1.4633586,0.88160455,0.20133303,-0.7741003,0.3617007,0.18632329,0.8908313,-0.25508168,-0.50556725,-0.039213605,-1.0736068,-0.7643986,0.9669211,-0.12104411,0.32557085,-1.6055653,-0.0066359756
SK-MEL-2,0.27655935,0.41556063,-0.5809785,0.29871148,-0.15375027,0.6476461,-0.1569951,0.41207692,-0.28552338,0.33860114,-0.38449058,0.40395558,0.47547656,-0.11625921,-0.63769627,0.14977223,0.22572312,-0.05044285,-0.12224221,0.034103945,-0.15293649,-0.11593794,0.051068857,0.26516443,0.08035087,-0.34726778,-0.081064865,0.17615777,-0.31243744,-0.10265739,0.2979958,0.08085423,-0.19979809,0.048342396,-0.0033413062,-0.21609496,0.15634686,0.7720164,-0.31111145,0.16871172,-0.3077046,-0.31115806,-0.8512888,0.009169216,0.09950497,-0.5965047,0.32938093,0.08994638,-0.37219715,-0.0056878063,0.1772337,0.37475488,-0.18254702,-0.5857287,0.36802667,-0.2967758,-0.36145568,-0.2528245,-0.050596002,-0.3501491,0.15950091,0.2184439,0.34297678,-0.3456975,0.18139188,-0.28434977,-0.1263982,0.39213613,0.2591186,0.018886665,-0.032851633,-0.5109681,0.22491513,-0.19022457,-0.537428,0.43047032,0.08559096,0.08751666,-0.30603346,0.22515753
DAN-G,-0.29869324,1.0991529,-0.095159315,0.8850124,-1.574071,0.82692504,-3.7228744,1.1152653,0.78045404,-0.6496972,-2.4733233,0.10107515,3.078807,-2.4054322,-1.4505253,1.2120986,2.1297607,0.043899685,2.6336544,0.2833771,-1.5338082,0.49505794,2.4062634,0.61774474,-0.09984391,0.13962972,-2.0525024,0.8570149,0.830753,-0.5983026,-0.3103567,0.8279577,2.4580421,0.57773185,-1.0781763,-1.0195606,1.8907329,0.04374664,0.16773652,-0.018386547,1.1170366,-1.0330813,1.4527966,-0.67262983,2.0694008,0.32975835,-0.6200932,-0.6281954,-2.5180793,1.361726,1.4471232,0.42278817,-0.06872365,-3.0082562,-0.25541848,-0.0135712195,0.11649565,0.65005404,-1.9159906,-0.34949195,-0.64337385,1.3791875,-1.5163587,-2.93782,-0.16506565,0.28747287,1.273597,-1.0145127,0.11830327,1.0199039,0.15162225,0.7826226,-0.24265346,-0.48629972,0.06856514,1.9492769,1.3682427,0.6183665,-1.9969172,0.71735394
Calu-1,-0.38465762,1.1187617,0.028505253,1.0886027,-1.3930241,1.0404651,-3.6897283,1.0067756,0.8813452,-0.68590456,-2.3392076,0.17055877,2.948114,-2.5144658,-1.3188834,1.3325562,1.9087343,0.17718226,2.660805,0.2583733,-1.703952,0.32312205,2.2323074,0.4995305,-0.23758759,0.07111483,-2.2136447,0.82933044,1.0175301,-0.7308079,-0.008884503,0.7922274,2.4810352,0.50012046,-1.1509066,-0.91146123,2.0163176,0.28221184,0.30341733,-0.19468272,1.1353823,-1.0368258,1.3392569,-0.67106473,2.2738495,0.31151515,-0.85737133,-0.6966563,-2.3533895,1.1982766,1.309054,0.6089397,-0.096323736,-2.8972087,-0.28473875,-0.21442178,-0.13492452,0.7654191,-1.7843455,-0.11168937,-0.8717307,1.1205486,-1.6020328,-3.0535789,-0.12575361,0.55526465,1.1436512,-1.1294007,0.28728744,1.1216495,0.02259181,0.681541,-0.43586743,-0.72324467,0.040970452,2.0823143,1.2223852,0.58565986,-2.0371642,0.88323903
NCI-H2106,0.25462836,0.9745896,-0.3794318,0.85621774,0.40358254,0.9298679,-0.7020443,0.45048404,0.11459732,0.43431845,-0.53502846,0.44231528,0.6206141,-0.0942368,-0.84846365,0.8539686,0.45210028,0.2918726,0.4515761,0.12426032,-0.79844004,-0.29041478,0.42454764,-0.17371522,-0.117231354,-0.34660634,-1.2568392,0.1731511,-0.20493522,-0.28185987,0.66271526,0.28886393,-0.11447493,0.21926491,-0.42402226,-0.7430966,0.23149016,1.1641188,-0.35459512,0.013522741,-0.24652714,-0.8246268,-0.8799256,-0.41395357,0.34419793,-0.011906674,0.070585154,0.44907662,-1.1780444,-0.06345559,0.10966144,0.37153855,0.31097308,-0.35179225,0.30837637,-0.18945873,-1.0867943,-0.13887063,-0.13892068,-0.19265407,-0.13173385,0.5106974,-0.4806476,-0.87743807,0.3869052,-0.1749885,-0.6854818,0.39564505,0.22957633,0.5803587,-0.35528073,-0.53698546,-0.10053362,-0.5162762,-0.8304177,0.8986872,0.23496817,0.0017307275,-1.0320753,0.11614331
TGBC11TKB,-0.3815813,0.16995372,0.65896225,0.7221892,0.13086742,0.6512619,-0.8727447,-0.6389942,0.30649114,-0.25085458,-0.08718436,0.47601384,0.5218797,-0.42347798,0.5640738,0.57843554,-0.39931396,0.56280535,0.122864425,-0.38421187,0.29128322,-0.45301542,-0.6123085,0.5349461,-0.4959331,-0.37624198,-1.0782045,0.10703501,0.5840383,-0.038437374,1.7061741,0.83596677,-0.1602163,-0.21722583,0.5122873,0.14842269,0.041785788,0.3946192,0.9108932,-0.120277904,-0.053586364,-0.23559397,-0.4715642,0.5789453,0.9307042,-0.7393028,-0.59627986,0.5649506,0.87110585,-1.0162488,-0.9998782,0.41933772,0.3557842,-0.7034964,-0.10296793,-0.50087804,-0.72429556,0.13694432,-0.17356665,0.07462731,0.14533982,-0.5683536,-1.0822326,-0.895431,0.6255076,0.6078978,0.15112142,0.013200277,0.19147758,-0.10773671,-0.0025484785,-0.63101584,-0.3573944,-0.63650393,-0.53440213,0.75483257,-0.6721063,0.20986408,-0.8557403,0.3571628
COR-L311,0.27655935,0.41556063,-0.5809785,0.29871148,-0.15375027,0.6476461,-0.1569951,0.41207692,-0.28552338,0.33860114,-0.38449058,0.40395558,0.47547656,-0.11625921,-0.63769627,0.14977223,0.22572312,-0.05044285,-0.12224221,0.034103945,-0.15293649,-0.11593794,0.051068857,0.26516443,0.08035087,-0.34726778,-0.081064865,0.17615777,-0.31243744,-0.10265739,0.2979958,0.08085423,-0.19979809,0.048342396,-0.0033413062,-0.21609496,0.15634686,0.7720164,-0.31111145,0.16871172,-0.3077046,-0.31115806,-0.8512888,0.009169216,0.09950497,-0.5965047,0.32938093,0.08994638,-0.37219715,-0.0056878063,0.1772337,0.37475488,-0.18254702,-0.5857287,0.36802667,-0.2967758,-0.36145568,-0.2528245,-0.050596002,-0.3501491,0.15950091,0.2184439,0.34297678,-0.3456975,0.18139188,-0.28434977,-0.1263982,0.39213613,0.2591186,0.018886665,-0.032851633,-0.5109681,0.22491513,-0.19022457,-0.537428,0.43047032,0.08559096,0.08751666,-0.30603346,0.22515753
HCC1419,0.27655935,0.41556063,-0.5809785,0.29871148,-0.15375027,0.6476461,-0.1569951,0.41207692,-0.28552338,0.33860114,-0.38449058,0.40395558,0.47547656,-0.11625921,-0.63769627,0.14977223,0.22572312,-0.05044285,-0.12224221,0.034103945,-0.15293649,-0.11593794,0.051068857,0.26516443,0.08035087,-0.34726778,-0.081064865,0.17615777,-0.31243744,-0.10265739,0.2979958,0.08085423,-0.19979809,0.048342396,-0.0033413062,-0.21609496,0.15634686,0.7720164,-0.31111145,0.16871172,-0.3077046,-0.31115806,-0.8512888,0.009169216,0.09950497,-0.5965047,0.32938093,0.08994638,-0.37219715,-0.0056878063,0.1772337,0.37475488,-0.18254702,-0.5857287,0.36802667,-0.2967758,-0.36145568,-0.2528245,-0.050596002,-0.3501491,0.15950091,0.2184439,0.34297678,-0.3456975,0.18139188,-0.28434977,-0.1263982,0.39213613,0.2591186,0.018886665,-0.032851633,-0.5109681,0.22491513,-0.19022457,-0.537428,0.43047032,0.08559096,0.08751666,-0.30603346,0.22515753
KYSE-410,-0.2483438,0.43624774,0.64115554,0.98782194,0.05363957,0.560697,-0.5029515,-0.84401405,0.5520675,0.14154634,0.24955298,0.6804281,-0.027496044,-0.29247984,0.97448754,0.49367592,-0.3733753,0.7782407,0.018553566,-0.35889927,-0.23938519,-0.3803172,-0.47202775,-0.17378661,-0.92074126,-0.41075015,-1.0074306,-0.23413779,0.113052666,0.0558583,1.7379645,0.90596133,-0.43543878,-0.3314082,0.70716345,0.4000955,0.12560014,0.7669148,1.0179434,-0.54672486,-0.40434813,-0.27813983,-0.7229637,0.29184923,0.7180036,-0.8863095,-0.49565738,0.33717537,0.45880994,-0.82149535,-0.97832143,0.33935663,0.68526614,-0.27764854,-0.08414216,-0.47920713,-0.99501544,-0.029885404,0.059374534,0.1748701,0.08572598,-0.43516684,-1.1785394,-0.8485707,0.44590077,0.32477835,-0.16052829,0.2031402,0.3021807,0.35556507,-0.4842313,-0.58077466,-0.46405345,-0.66636354,-0.54307127,0.8852959,-0.72546154,0.062671974,-0.48558247,0.28602245
JVM-2,0.09938307,1.2495644,-1.0492592,0.7561874,-1.4355131,1.2649472,-3.6797557,1.9862158,0.14185894,-0.38596046,-2.7254758,-0.08290631,3.717232,-2.32977,-2.3554842,1.1110178,2.4032347,-0.4889835,2.3834088,0.27558818,-1.4334433,0.5793036,2.725135,0.95012695,0.4127406,-0.24283287,-1.7133723,1.3074906,0.570863,-0.72886646,-0.7194816,0.36581993,2.5748165,0.83956224,-1.4318368,-1.4415314,2.0573277,0.48572063,-0.4973566,0.6218484,1.0261023,-1.1220803,0.8449356,-0.76860964,1.8514937,0.28349152,0.1278816,-0.8025207,-3.0623083,1.8009795,2.1746206,0.6978952,-0.7287019,-3.2380974,0.060713965,-0.30239564,0.03060953,0.34144902,-1.879986,-0.5512146,-0.7357826,1.71015,-0.76946235,-2.8233702,-0.1864411,0.03362584,1.0876148,-0.68652713,0.11583,0.99522793,0.3441438,0.6140236,0.28291243,-0.8050402,0.00019934961,1.6975752,1.9957479,0.45870748,-2.085959,1.2628219
Panc 03.27,-0.29869324,1.0991529,-0.095159315,0.8850124,-1.574071,0.82692504,-3.7228744,1.1152653,0.78045404,-0.6496972,-2.4733233,0.10107515,3.078807,-2.4054322,-1.4505253,1.2120986,2.1297607,0.043899685,2.6336544,0.2833771,-1.5338082,0.49505794,2.4062634,0.61774474,-0.09984391,0.13962972,-2.0525024,0.8570149,0.830753,-0.5983026,-0.3103567,0.8279577,2.4580421,0.57773185,-1.0781763,-1.0195606,1.8907329,0.04374664,0.16773652,-0.018386547,1.1170366,-1.0330813,1.4527966,-0.67262983,2.0694008,0.32975835,-0.6200932,-0.6281954,-2.5180793,1.361726,1.4471232,0.42278817,-0.06872365,-3.0082562,-0.25541848,-0.0135712195,0.11649565,0.65005404,-1.9159906,-0.34949195,-0.64337385,1.3791875,-1.5163587,-2.93782,-0.16506565,0.28747287,1.273597,-1.0145127,0.11830327,1.0199039,0.15162225,0.7826226,-0.24265346,-0.48629972,0.06856514,1.9492769,1.3682427,0.6183665,-1.9969172,0.71735394
TYK-nu,0.02490543,0.38896996,-0.39074466,0.40887064,-0.12331058,0.6654712,-0.12590861,0.35071003,0.028180161,0.22922426,-0.44422966,0.53960997,0.6627991,-0.122755535,-0.34196785,0.49078736,-0.040656347,0.15539011,-0.15383373,-0.018883513,-0.27602273,-0.2591381,-0.043296378,0.11911341,-0.23769766,-0.5163096,-0.32153243,0.25584438,-0.16788252,-0.093504004,0.6586015,0.1624371,-0.29272935,0.032038894,0.24107851,-0.15587406,0.21105884,0.8965421,0.02006142,-0.03399702,-0.3449761,-0.28478292,-0.7418722,-0.057500433,0.20694798,-0.46946535,0.06976207,0.16638605,-0.26249316,-0.0055905315,-0.13758625,0.5934636,-0.058395773,-0.47569808,0.36121404,-0.40813252,-0.41804403,-0.40492857,0.07547284,-0.20305367,-0.03438246,0.17398223,0.07829192,-0.6210711,0.21367668,-0.19278699,-0.07911822,0.54902595,0.25392246,0.14757244,-0.033733796,-0.79776603,-0.0035352155,-0.19622959,-0.51794606,0.58242124,-0.041317426,-0.06686636,-0.53664017,0.3460622
UM-UC-3,-0.29869324,1.0991529,-0.095159315,0.8850124,-1.574071,0.82692504,-3.7228744,1.1152653,0.78045404,-0.6496972,-2.4733233,0.10107515,3.078807,-2.4054322,-1.4505253,1.2120986,2.1297607,0.043899685,2.6336544,0.2833771,-1.5338082,0.49505794,2.4062634,0.61774474,-0.09984391,0.13962972,-2.0525024,0.8570149,0.830753,-0.5983026,-0.3103567,0.8279577,2.4580421,0.57773185,-1.0781763,-1.0195606,1.8907329,0.04374664,0.16773652,-0.018386547,1.1170366,-1.0330813,1.4527966,-0.67262983,2.0694008,0.32975835,-0.6200932,-0.6281954,-2.5180793,1.361726,1.4471232,0.42278817,-0.06872365,-3.0082562,-0.25541848,-0.0135712195,0.11649565,0.65005404,-1.9159906,-0.34949195,-0.64337385,1.3791875,-1.5163587,-2.93782,-0.16506565,0.28747287,1.273597,-1.0145127,0.11830327,1.0199039,0.15162225,0.7826226,-0.24265346,-0.48629972,0.06856514,1.9492769,1.3682427,0.6183665,-1.9969172,0.71735394
KYSE-30,0.28284734,0.6136108,-0.2763718,0.6064428,0.19580182,0.99055344,-0.16797055,0.115297526,0.05283753,0.5343476,-0.23125556,0.5410554,0.32179272,-0.20247625,-0.13572314,0.36800802,-0.05152632,0.100504376,-0.18157415,-0.22662407,-0.49759117,-0.31713286,-0.03302444,0.035005778,-0.32262418,-0.7045283,-0.35366103,0.08971349,-0.16632213,-0.050126117,0.89469856,0.27154294,-0.34255528,-0.012434634,0.081878506,0.06866973,0.5182895,1.3266504,-0.016969696,-0.034386016,-0.41191486,-0.39392042,-1.2872437,0.17229651,0.29181314,-0.74102664,-0.15087888,0.06828203,-0.12950827,0.030060433,-0.11532624,0.7286138,-0.057858795,-0.42280123,0.43213642,-0.6745719,-0.8138917,-0.30853128,0.09100149,-0.013485576,-0.14855866,-0.074695535,0.070159584,-0.6995744,0.32399178,0.058282066,-0.39106825,0.37428534,0.4309171,0.3775548,-0.2141488,-0.7179928,0.041169144,-0.5006534,-0.5913215,0.671926,-0.19460446,0.006936612,-0.26838112,0.4823651
HCC1599,0.059905212,0.5125542,-0.16748261,0.72978425,-0.18805285,0.8518293,-0.28636116,0.32579908,-0.2852678,0.33568957,-0.3226954,0.7371607,0.502604,-0.09646186,-0.6087335,-0.3156988,0.40356848,0.3221213,-0.06244946,0.023768289,0.25271514,-0.38735285,-0.09070314,0.26222265,-0.2274467,-0.5146548,-0.18739375,0.21906337,-0.46337524,-0.09184181,0.5012692,-0.04984223,-0.5655569,-0.3098439,-0.2060749,-0.08148142,0.016991952,1.1690105,0.09031777,0.1662697,-0.68767816,-0.514033,-1.0840027,0.1298492,0.111046635,-0.33605474,0.024800196,-0.19715899,-0.34599352,-0.1391722,0.0761149,0.62028897,0.091338664,-0.8934618,0.33746967,-0.3734144,-1.0177562,0.04661197,-0.15046868,-0.3520686,0.3035502,0.04750402,-0.020538516,-0.7091233,-0.1057252,-0.59276664,-0.40646794,0.45796296,0.73890674,0.21970515,-0.26515204,-0.46896598,-0.0036612197,-0.49083573,-0.8754532,0.8460549,-0.0062169284,0.3407674,-0.44883072,0.35859016
