,E0,E1,E2,E3,E4,E5,E6,E7,E8,E9,E10,E11,E12,E13,E14,E15,E16,E17,E18,E19,E20,E21,E22,E23,E24,E25,E26,E27,E28,E29,E30,E31,E32,E33,E34,E35,E36
NCI-H2291,-16.55536,89.328255,108.54371,-24.721148,34.675877,31.436085,-94.39648,-114.46783,107.71636,-68.08187,-187.3522,-19.09702,8.707384,92.239586,101.19131,-77.91428,55.505764,46.55184,81.16603,-152.35956,6.638509,101.4081,-50.604904,-37.800003,-123.17064,-68.52807,-96.85751,132.44925,80.31647,88.08071,-6.6401763,-57.897755,-8.482252,-70.2312,-76.44132,-25.003054,22.758419
LP-1,17.785414,120.66919,-88.47652,-44.87225,170.97418,45.587315,-114.060715,27.275126,-61.072906,-188.69745,67.96311,-82.42275,168.25432,152.23126,-24.3701,-153.98126,-235.38695,67.70994,-142.82866,-6.445955,188.6439,167.16039,-72.085304,-126.76205,-31.240486,-121.40606,-141.90495,112.716064,147.47633,18.189661,32.76518,165.14688,136.84442,-94.94377,-46.51421,-183.63963,-183.69102
Hs 606.T,142.65993,238.44934,219.8681,-44.204147,226.89413,203.66508,-259.49414,-12.087768,8.371647,-208.52252,63.615295,-78.73141,114.74452,145.75896,233.91846,-211.1541,123.41027,60.789375,-68.86458,-283.0668,191.61668,16.30304,-92.20161,-61.698784,-181.89018,-236.29637,-232.40288,107.97591,41.671967,-8.874189,74.072205,-81.076515,0.9467183,-265.79425,-316.26953,-274.25967,-151.18689
PaTu 8988t,1.1672361,51.74069,32.212868,-30.596544,48.955853,7.6952286,-44.193966,-15.351081,43.33469,-47.708153,-44.015133,-10.161479,27.020988,39.63208,34.067284,-52.104027,-34.837646,59.19414,-13.793707,-62.67946,42.373802,19.115982,-14.857164,-24.053526,-36.64829,-44.49371,-47.942516,37.630093,46.564365,32.401134,33.28308,8.772111,5.83514,-49.489777,-64.15626,-59.413765,-23.953665
BL-41,67.64399,193.05247,-193.31659,-122.17584,339.79993,56.84396,-209.86925,22.045614,-54.089207,-386.6694,138.4253,-187.15836,329.1162,292.44052,-46.003506,-286.8987,-499.39484,126.59806,-196.68253,9.48913,401.90564,373.27014,-169.26979,-265.33606,-101.736725,-249.5893,-235.48048,246.25842,352.00284,78.08738,23.833138,304.55093,330.89023,-163.02989,-97.480804,-268.9571,-335.32562
Mono-Mac-1,53.280018,272.82025,-211.24423,6.0239143,333.33768,199.8836,-289.37665,-28.444614,-135.77141,-348.43283,217.25426,-195.68831,285.58417,366.82108,-2.9670095,-354.1422,-427.39767,118.10633,-282.22614,-90.530205,341.6275,311.79776,-113.5487,-240.0396,-37.425514,-198.78685,-190.81157,195.33041,227.95699,-56.813324,-18.914728,315.6727,280.43716,-258.6947,-107.45806,-342.91147,-379.8329
NCI-H2122,-16.614687,69.56782,85.418625,-40.830196,25.826263,10.74214,-81.0993,-128.17424,99.59642,-73.06695,-181.36772,-30.89587,-0.45464173,87.67953,79.05844,-73.94654,6.1765842,38.03793,78.51949,-122.044716,3.4084165,129.81123,-52.893154,-58.445274,-102.92442,-53.420532,-75.45618,127.86364,106.04933,88.05972,-26.402151,-29.316353,7.6610518,-55.40704,-28.902824,-1.5223411,15.247667
VMRC-RCW,-4.197554,105.00011,55.557404,-9.690115,79.02814,68.42216,-99.856735,-52.89887,67.82951,-75.263504,-69.23636,-19.948565,47.37386,83.43928,80.31667,-93.92465,32.658745,71.19578,-4.685727,-121.62785,49.953243,37.7721,-16.37139,-21.222157,-77.153305,-67.105804,-94.02607,91.52556,42.167435,46.64905,14.098142,-17.543703,0.42055255,-89.40984,-108.44549,-79.325165,-14.487985
PaTu 8988s,-19.145288,100.18378,48.17575,-56.56973,79.47044,8.527875,-120.76936,-144.11284,117.36027,-120.69616,-163.3803,-73.37264,43.07179,108.08514,89.240715,-113.073135,-39.93971,81.295006,41.501087,-123.46821,55.039883,162.38255,-67.68285,-96.53442,-107.44467,-73.73787,-96.18747,152.6278,137.84651,110.5029,-14.782108,29.641573,53.367725,-87.981026,-51.58897,-42.00991,-23.179066
HL-60,44.850704,239.07109,-221.85289,9.865838,295.86572,156.63313,-249.53366,-20.499771,-140.68901,-313.907,199.88269,-173.28181,262.03604,320.85767,-20.277647,-295.06918,-406.5751,105.39334,-249.55801,-39.260906,296.96115,292.84784,-108.74642,-216.54636,-18.330492,-182.3986,-174.16382,176.81407,208.22023,-48.330265,-26.62034,300.69708,261.4957,-221.5003,-73.73557,-299.05713,-343.7584
SNU-668,22.20049,93.901276,67.303154,-34.427216,81.04058,46.890507,-97.38229,-53.301807,45.8267,-87.046715,-57.149384,-38.99095,39.49831,81.36487,78.01716,-90.389145,-14.7124605,49.69735,-0.08133935,-117.74497,60.981453,57.054707,-38.845844,-46.49828,-74.73153,-80.99188,-90.78042,66.32347,58.2205,36.05721,18.518461,-1.852916,11.137319,-92.701935,-91.83948,-86.53695,-48.47543
SNU-C5,-7.546796,100.852936,92.54285,-75.207794,72.062965,-4.941029,-113.407524,-153.79533,148.40569,-98.187775,-210.11777,-64.367256,38.259724,119.99436,97.92291,-122.68885,-25.060644,85.76904,67.90698,-156.72726,52.960075,149.71053,-73.427605,-86.387184,-146.0847,-81.382996,-107.98971,159.23106,156.33138,125.950935,3.7424169,-8.766993,38.34917,-90.451035,-74.80707,-35.02397,-2.0400863
DEL,3.4946206,125.11801,-58.5838,-5.1645775,145.08974,58.7325,-124.29666,8.21183,-46.29067,-148.25288,57.093185,-62.424706,117.03947,148.62013,5.9342275,-151.4092,-177.79672,55.373287,-131.10602,-47.064896,144.55846,119.87595,-39.88539,-86.67272,-26.63807,-89.93465,-109.23173,71.92228,108.61851,-14.000915,9.380073,125.80228,91.9009,-112.693405,-47.257584,-158.7721,-162.51271
HCC1599,-11.825356,60.9052,42.424664,-61.361965,4.4405537,-39.062637,-46.301056,-99.44863,60.038265,-78.23623,-150.47856,-44.223667,24.069014,55.5978,55.184887,-24.123852,-37.941673,38.409122,45.295517,-80.463486,-1.3577117,105.35533,-66.18576,-61.784912,-58.83208,-50.44674,-69.29257,111.995605,62.89887,57.688713,10.428473,9.5692215,29.484957,-26.282888,-32.972225,-11.476595,-13.307266
MJ,-7.4233184,163.36203,-140.71928,-6.9859924,224.8901,77.44424,-160.38673,26.424994,-79.29552,-233.824,143.70744,-98.93126,196.55455,252.0886,-15.821153,-221.29715,-328.9287,48.259136,-220.98784,-26.20264,235.23332,220.28793,-66.663246,-141.08784,-14.116828,-134.54352,-148.51707,110.59169,160.6963,-29.173191,-10.235324,222.94379,177.5685,-153.09795,-43.30798,-219.29611,-273.59357
NCI-H2029,14.306905,76.777054,4.0835004,-102.05415,57.354996,-50.370712,-55.866096,-57.579826,11.078483,-113.34425,-102.1408,-55.293728,69.76839,35.98107,11.039877,-23.892193,-150.6142,12.519018,-5.688508,-19.223885,57.875477,79.5073,-93.30697,-113.38703,-25.034023,-79.696724,-99.921364,85.70975,83.91614,77.22557,57.808636,93.86253,83.501434,-46.82507,-49.58053,-99.81604,-67.23347
HLE,9.421472,76.08789,41.017708,-22.171795,64.60238,35.538433,-62.262573,-2.3905275,22.727503,-56.583385,-22.780348,-11.057635,43.652878,45.953777,52.17674,-60.58284,1.8523268,56.01966,-23.321074,-82.96227,53.411118,-5.5788,-12.504897,-15.459537,-38.430454,-61.44848,-75.44952,36.418262,12.248955,20.20935,46.918217,-4.87487,-2.2178767,-69.63443,-99.51348,-88.256714,-39.18072
Hs 343.T,141.55879,242.84793,216.09734,-39.841846,225.97975,205.21869,-261.02786,-11.967156,7.5352755,-206.95999,64.57967,-77.448845,117.765076,146.8814,237.0752,-207.30351,130.13768,66.62503,-66.6816,-283.7382,188.29968,11.458773,-90.76065,-55.324524,-182.88873,-236.61534,-233.04103,108.09087,34.321083,-9.255546,76.734245,-82.359375,-1.3280944,-265.38464,-321.64755,-277.87546,-150.68544
Becker,47.929905,127.6339,111.105286,-27.472631,104.16956,81.80956,-123.69187,-8.633558,2.9189572,-96.68655,-4.587013,-33.253944,56.566772,70.58208,119.38178,-92.70643,58.17092,49.189102,-33.927975,-154.19939,78.81109,-10.322148,-38.440388,-22.839535,-78.30681,-116.63055,-130.56714,53.405903,-11.727346,1.5956566,65.26892,-41.71599,-17.880447,-132.49501,-174.28372,-141.9885,-72.52216
GOS-3,51.90431,127.70451,97.31191,-29.643597,101.75074,79.723976,-121.95411,-20.589485,2.8728566,-104.63986,-6.1845746,-41.13315,61.710785,75.764366,111.91741,-98.42204,45.99358,52.82598,-36.524826,-146.52501,80.80069,6.6587486,-36.27549,-34.635536,-77.715546,-110.73198,-125.29596,73.46958,3.6615577,2.4976287,52.00661,-31.489985,-3.6946027,-124.64453,-162.72234,-135.05435,-73.02051
KM-H2,34.374504,164.42343,-96.838776,-31.691362,215.12646,64.98498,-157.958,9.967017,-65.714874,-235.1071,104.48978,-103.053696,183.35448,190.74374,9.179698,-196.42488,-277.4748,47.74726,-166.48087,-40.105595,227.36537,189.1754,-86.47878,-140.1563,-30.477556,-150.03317,-150.9258,115.63078,165.53168,-6.6544037,16.063868,196.4029,171.31154,-148.27472,-74.58177,-208.58113,-244.86679
NCI-H460,5.180604,53.21311,16.396898,-27.012754,41.39904,-1.2493064,-42.158188,-17.468767,19.571339,-56.660084,-42.137405,-21.22252,32.43419,27.395336,38.494045,-31.012571,-22.977037,46.96735,-1.5434792,-52.38902,32.027264,21.79722,-26.141848,-26.8055,-22.005823,-51.02242,-58.83232,44.007553,18.006733,25.87996,30.649015,16.2523,10.221987,-40.676323,-59.98602,-58.61406,-32.83355
EN,400.3075,1082.8392,324.9393,-1101.6244,1129.2816,-50.464848,-1104.0549,-974.134,549.5108,-1126.0951,-764.4406,-1161.6697,1141.2418,936.07355,614.0334,-1251.4587,-919.0638,888.9742,-252.42905,-1085.9156,1232.465,1052.846,-888.7895,-1101.3782,-1062.7924,-936.8602,-1221.4026,1116.3983,1067.5835,667.81757,697.6251,734.52185,926.40424,-889.5459,-883.3856,-1032.2916,-862.31885
NB4,35.679573,207.40997,-193.43283,-4.5424185,258.55157,114.32687,-211.93102,-9.977571,-117.751114,-268.84103,170.14507,-153.2227,231.16103,268.6012,-12.770882,-248.15004,-357.92926,100.6696,-218.65501,-28.181725,261.1757,243.74606,-100.84639,-185.30077,-16.42349,-162.67606,-154.21341,148.9493,179.13092,-31.582726,-7.9042563,269.05334,227.51294,-192.43967,-71.14932,-264.2622,-301.55542
DU145,-8.826692,71.53384,54.675842,-43.63168,44.410965,8.001039,-67.11412,-67.995514,69.1417,-49.832184,-127.67569,-28.938211,34.576725,47.103977,60.758015,-58.77281,17.74188,74.9721,33.669357,-107.0092,28.69721,40.69374,-35.0368,-30.275959,-79.212616,-48.804077,-79.17509,85.83784,46.933147,70.320816,39.543465,-13.627545,-0.6790496,-49.67963,-75.341644,-54.037277,1.4951093
NCI-H727,-16.069073,92.80124,51.02129,-84.41669,65.49221,-30.85471,-87.87941,-101.35628,91.92792,-97.95794,-170.30334,-55.333714,53.15074,56.544716,67.192566,-64.04276,-49.941433,68.052086,26.47378,-90.30249,39.94096,95.92093,-64.11219,-87.212296,-73.38471,-67.67547,-108.80019,126.25611,99.66733,102.02507,33.00139,41.893375,42.529415,-63.8438,-64.42982,-72.28068,-15.726877
NCI-H2106,12.2575445,62.835243,-4.054641,-119.505005,49.4468,-66.791855,-37.251392,-32.590675,-11.598661,-105.53042,-92.2054,-48.84525,76.12165,18.58608,-11.60881,-10.550084,-169.10414,24.513454,-37.847813,-6.6967115,60.795303,59.34811,-82.85909,-119.43899,6.2062593,-70.896355,-101.66894,73.18006,65.872185,64.67625,90.63158,103.7783,75.822014,-31.044533,-45.395065,-116.93657,-69.73382
CADO-ES1,23.568146,82.34128,-3.8973932,-110.06636,91.0667,-27.133633,-58.7451,11.415845,-32.176086,-121.524284,-18.737473,-56.69823,97.248276,35.36215,5.0541954,-47.38095,-169.1996,45.892467,-79.34607,-28.089546,104.51351,32.030785,-80.540855,-112.13655,-0.47899464,-94.50216,-120.12321,50.79626,53.591988,39.245255,110.0863,102.10691,72.990204,-67.80145,-89.96481,-161.36661,-114.23524
COLO 678,-3.6921217,61.771408,72.398705,-54.09748,33.450195,-6.4524817,-75.587105,-129.75427,123.3665,-78.77174,-185.60556,-44.099163,2.662754,99.379875,67.37125,-68.7784,-26.560692,62.557644,71.275894,-113.27608,16.928366,146.66937,-52.54997,-67.928375,-103.638824,-57.053566,-78.74512,131.43188,135.12926,96.87124,-26.606833,-22.625687,18.865726,-51.492268,-34.232353,-2.8381703,9.628961
RL95-2,425.405,1168.3256,430.42438,-1145.8729,1166.4083,-36.29383,-1200.732,-1126.0748,660.2889,-1199.6509,-941.0839,-1231.0581,1148.9164,1044.9778,714.5375,-1339.7567,-892.15265,904.92194,-152.5454,-1222.6512,1254.2935,1193.2395,-947.55444,-1162.1637,-1191.194,-989.41565,-1288.0996,1226.7764,1171.8997,738.8623,659.64954,707.625,958.39197,-958.44714,-930.3376,-1025.5604,-863.09045
EW-8,12.290227,81.79091,-17.6547,-49.93429,91.50247,8.911477,-68.50972,11.989052,-40.054684,-120.240776,21.632334,-53.191624,89.34182,60.83958,20.09687,-72.34667,-122.21396,39.842495,-77.04219,-39.24136,91.3319,52.90318,-60.105892,-90.865974,-2.8159206,-87.58653,-98.26985,61.00563,39.724842,2.161247,62.03946,89.22686,68.30585,-73.972534,-73.90804,-124.971504,-116.849045
M-07e,22.812254,228.26314,-192.61212,-10.174741,285.0104,104.159325,-236.51439,6.2774305,-141.1607,-290.82867,177.57112,-170.28712,261.47253,277.74072,-16.944147,-266.74826,-360.1905,119.18755,-234.07755,-5.523974,285.8719,271.88223,-112.77749,-202.84341,-24.924887,-186.26845,-193.63702,175.81174,188.51384,-34.17763,5.71634,288.4377,243.32779,-218.77419,-68.55321,-274.35995,-317.32596
JHH-4,3.3690867,93.56046,65.42002,-17.95151,64.80543,45.80239,-82.382545,-41.597023,51.21013,-68.748985,-69.43295,-18.48454,42.2373,63.913307,85.26729,-70.463844,43.43383,59.318954,8.33057,-117.83734,40.735306,22.32391,-22.353096,-16.832973,-68.71753,-70.73203,-92.60011,81.68988,19.633802,38.343693,32.28396,-27.528015,-7.0372005,-79.14168,-112.86386,-73.56787,-17.800203
HEC-59,354.56506,1003.9522,307.40445,-1002.4939,1032.2063,-51.850487,-1024.9507,-927.82886,540.70605,-1039.8243,-749.92975,-1069.2234,1039.3242,885.353,582.9579,-1152.4082,-813.04175,817.3525,-195.963,-1015.32684,1118.1564,1001.0128,-817.7455,-1008.5637,-999.1462,-863.1237,-1128.6299,1053.3435,987.70703,630.0019,610.7717,654.86115,850.84564,-819.51215,-805.42096,-916.09186,-769.7869
P3HR-1,56.266636,196.50233,-174.07037,-114.45843,341.4114,76.65589,-220.08397,20.506887,-54.059464,-388.23102,139.05185,-185.57204,326.605,302.7278,-42.44248,-313.3455,-493.69098,123.26245,-211.28699,-16.674826,401.98853,376.1086,-162.26765,-275.47913,-104.66189,-243.4004,-231.38766,251.177,345.64798,69.2071,23.639387,300.56165,327.36517,-171.2884,-95.363754,-270.53528,-333.30496
RERF-LC-MS,14.131881,78.93221,79.47486,-16.105627,55.83078,45.22275,-73.90973,-20.234598,29.124847,-48.864006,-49.385887,-11.678067,20.986616,44.88597,75.65412,-58.67517,36.37519,43.66179,0.33420217,-107.521645,34.763626,0.87743974,-12.469521,-6.476287,-57.324734,-63.058266,-79.636696,41.11808,9.546802,20.046839,30.529373,-32.397293,-25.37277,-76.35251,-95.96777,-75.84173,-23.11251
NCI-H1299,-7.711332,42.146458,25.622175,-33.821056,42.962887,5.0915747,-31.317972,13.529359,21.79974,-36.667313,-24.633215,-3.9094143,27.147127,21.786524,20.841991,-41.490017,-38.39687,57.893383,-33.329906,-49.805912,40.140606,-7.773998,-7.113172,-17.803118,-15.844123,-38.06708,-44.29262,18.22132,21.414316,15.844478,48.141895,12.890243,-4.3190246,-41.397533,-58.858467,-71.61943,-27.9848
IGR-1,11.314155,123.69193,55.44509,-46.803417,52.611313,10.406717,-58.436028,5.0286565,-16.924616,-58.29577,-29.961275,-43.53794,69.36823,24.111893,35.26609,-82.22397,-72.10711,89.2823,-80.62966,-93.07369,49.096375,-29.11222,-5.662199,-13.315239,-39.507454,-39.817127,-84.068306,30.188755,4.6551523,-44.06936,83.2963,23.956343,-9.222581,-48.09798,-84.86731,-92.86287,-75.60063
BT-549,47.0237,111.203926,89.73993,-21.2337,93.03855,72.96969,-104.671425,-9.144398,17.038267,-85.72811,-6.049777,-23.409712,44.661682,64.97327,97.34182,-86.89898,35.911495,48.424225,-31.25011,-128.34935,69.41471,-5.021486,-24.021963,-17.987104,-67.64536,-98.38722,-100.8013,45.322464,11.914452,1.5109446,42.790447,-32.947727,-10.6647415,-112.804886,-148.53558,-119.720764,-58.40396
ACHN,1.2202648,105.86953,60.582584,-9.921545,63.760094,64.05977,-92.12775,-54.492542,47.73332,-76.61227,-81.36612,-18.097033,51.665993,78.754684,88.16594,-74.64803,71.395485,65.89541,19.499857,-127.59813,35.983868,32.83244,-23.767773,-11.615242,-79.36145,-73.15426,-105.87714,107.191826,10.654952,43.120224,26.910442,-36.66429,-9.477026,-75.4786,-123.84732,-80.70341,-11.143768
LN-443,53.30137,143.33725,108.99289,-33.380367,120.83062,88.549194,-136.34291,5.630325,-12.216781,-116.3078,15.787832,-41.67202,73.239586,81.16699,118.81266,-106.01494,41.354454,45.762367,-53.30316,-153.40134,100.602,-5.491936,-47.14412,-34.178596,-80.40129,-132.09717,-146.75023,57.13262,-0.30782017,-8.07365,73.54528,-27.242907,-6.5677967,-144.99269,-183.94482,-171.29225,-96.75662
EJM,12.539303,158.31741,-107.41783,-43.406437,224.27278,70.42102,-166.36101,3.4344683,-64.65447,-254.77246,78.706604,-118.1631,215.89253,223.29234,-17.035673,-216.96788,-290.67682,79.31855,-158.32124,-33.335842,244.0388,255.0114,-100.035614,-178.15157,-61.294064,-160.33182,-178.83437,174.68747,199.48189,28.438717,14.161263,203.91656,193.63686,-126.77551,-55.124855,-205.90285,-231.40073
TE-6,-26.441746,44.727665,38.138313,-50.966984,-12.582563,-65.12103,-35.19582,-95.0199,60.50497,-54.027966,-163.78424,-33.93216,0.8153232,37.817608,59.18927,-6.3539004,-3.0909576,47.569332,51.645824,-75.16439,-23.979507,87.351364,-47.736607,-43.19557,-54.889057,-34.80046,-53.878246,112.629745,49.391094,47.209614,1.455369,-17.58259,9.5878525,-16.300909,-22.218288,9.678392,12.633706
RERF-LC-Ad2,-1.1772853,93.04364,122.66688,-33.94498,46.876583,32.65655,-104.1888,-123.9791,116.64163,-73.18414,-198.27332,-26.77969,8.051448,106.86317,105.97978,-98.51533,50.52523,53.159725,81.50465,-165.86383,16.908232,110.941376,-45.699738,-46.560886,-136.0979,-74.18179,-99.00533,139.3842,102.26506,95.08586,-10.68521,-60.51913,-6.515242,-85.13683,-82.605804,-24.622057,24.484709
EoL-1,45.06819,241.5366,-215.93776,-3.1973536,308.82733,158.4565,-255.49156,-13.319746,-139.70885,-330.2608,206.35526,-179.2067,275.12192,333.84656,-20.647627,-308.57883,-424.9784,104.503654,-263.4538,-42.945194,321.91605,306.73502,-117.11344,-224.33496,-34.16092,-190.86691,-185.88737,184.16347,228.79527,-40.109615,-15.17328,306.69846,272.32794,-221.84535,-84.81937,-311.9024,-362.61807
HPAC,-10.475785,88.91469,119.71189,-40.474903,38.935944,18.916105,-102.24061,-148.23952,140.27652,-82.11499,-216.13368,-31.936094,-3.7544506,113.82334,106.34494,-99.44415,19.930893,49.039818,93.47594,-161.52127,10.559693,143.54483,-59.140923,-66.22168,-137.21213,-72.101,-91.7281,151.81306,136.486,109.18544,-29.446257,-52.63499,5.8633375,-83.45932,-59.96714,-1.1565652,25.785973
Ishikawa (Heraklio) 02 ER-,2.8991847,67.57762,29.556583,-63.92638,28.905874,-14.746649,-56.321037,-93.267845,53.415184,-76.0486,-137.61499,-56.32441,45.895233,50.83586,50.41042,-39.914646,-8.503392,70.88902,36.101433,-85.62507,19.420815,76.36066,-54.47611,-62.015602,-59.50141,-49.466225,-85.25701,114.22007,41.698444,69.06142,33.486523,11.020144,26.522936,-27.895082,-53.908783,-43.78657,-6.339281
SNU-840,10.458517,104.9493,132.85167,-19.388237,47.427452,44.699104,-110.14129,-113.006615,108.30739,-70.18282,-174.09648,-15.680718,-2.3383703,97.05789,123.9443,-85.58346,87.840324,51.908318,69.82039,-175.70166,10.9119,83.03124,-33.362896,-24.43632,-132.2692,-82.73038,-97.67602,127.1555,83.050995,76.16268,-15.098014,-85.33346,-24.892027,-98.25957,-109.94406,-34.3177,25.627943
DMS 79,18.101105,66.449295,10.859726,-117.19582,50.86002,-65.8165,-43.51509,-36.35644,-0.8143045,-106.19918,-94.52125,-50.73423,72.77895,18.830807,3.070655,-8.331367,-145.77815,15.942238,-18.021643,-14.559938,60.236816,61.455544,-91.24455,-110.41175,-13.914875,-79.84493,-108.03321,76.659256,66.405106,71.29229,79.03841,80.5452,73.68681,-36.110405,-56.84596,-107.464134,-65.713135
SNU-886,34.82218,139.36227,97.05328,-15.772459,108.27712,82.80035,-135.8044,-53.018436,58.46736,-103.03486,-52.593105,-31.742743,54.735794,95.16796,128.06389,-113.21433,60.161804,67.357765,-6.857518,-161.03262,71.50505,30.896646,-27.3304,-19.28187,-103.77497,-107.01115,-121.94973,93.615295,39.5321,32.256294,22.87696,-37.910366,-4.042705,-130.769,-160.08936,-110.638596,-42.547115
Hs 600.T,155.66588,260.1067,240.98354,-36.46342,245.08662,234.0377,-283.91885,-11.41814,9.046258,-227.39857,79.89617,-80.59795,124.31444,163.63074,255.56522,-232.89699,139.81564,57.545094,-75.55013,-310.35007,206.88948,19.383598,-99.075714,-60.781902,-199.82101,-255.72043,-246.77348,116.05095,46.692394,-19.78605,71.1334,-93.890305,-0.099193215,-288.85965,-339.14224,-294.70578,-164.4811
JHUEM-1,2.2825608,93.59173,80.67002,-69.215996,47.21459,10.625792,-94.984825,-144.19951,107.02091,-98.99703,-181.62932,-65.0687,43.429153,104.11733,81.31217,-93.86323,-10.912835,72.45565,53.381283,-142.38918,33.228024,131.69356,-68.42237,-82.45238,-114.236626,-69.81477,-97.91914,153.70302,104.58253,89.66216,5.727789,-8.804509,34.308506,-62.77509,-65.30984,-30.400206,-5.5706077
